manufacturer,model_name,category,screen_size,screen,cpu,ram_gb,storage_gb,gpu,operating_system,operating_system_version,weight_kg,price,storage_device
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Nvidia GeForce 930MX,Windows,10,1.64,1048.0,SSD
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Linux,,2.4,393.0,HDD
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8,64,Nvidia Quadro M620,Windows,10,2.23,1772.0,Flash Storage
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,2.2,914.0,SSD
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows,10 S,1.25,1535.0,SSD
HP,15-bs024nv (i5-7200U/8/128/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,1.91,524.0,SSD
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256,Nvidia Quadro M620,Windows,10,2.17,1756.0,SSD
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,512,Intel HD Graphics 620,Windows,10,2.31,1364.0,SSD
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.65,1196.0,SSD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128,AMD Radeon 530,Windows,10,2.36,871.0,SSD + HDD
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500,Intel HD Graphics 405,Windows,10,1.47,426.0,HDD
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,500,Nvidia GeForce GTX 1060,Windows,10,4.42,1819.0,HDD
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4,128,Intel HD Graphics 615,Windows,10 S,1.252,879.0,SSD
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,256,Intel Iris Plus Graphics 640,Windows,10 S,1.25,1600.0,SSD
HP,17-BS092ND (i3-6006U/8/256/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows,10,2.5,569.0,SSD
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Nvidia GeForce 940MX,Windows,10,2.23,484.0,HDD
Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows,10,1.4,387.0,SSD
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.37,666.0,HDD
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,AMD Radeon R7 M460,No OS,,1.5,710.0,SSD
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256,Nvidia Quadro M2200M,Windows,10,2.67,1858.0,SSD
Asus,X541NA-PD1003Y (N4200/4/500/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500,Intel HD Graphics 500,Windows,10,2.0,270.0,HDD
Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Nvidia GeForce GTX 940MX,Windows,10,2.2,417.0,HDD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,500,AMD Radeon 530,Windows,10,2.02,675.0,HDD
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,500,Nvidia GeForce GTX 1060,Windows,10,3.78,1511.0,HDD
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256,Intel HD Graphics 520,Windows,10,1.4,1652.0,SSD
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows,10,1.29,1778.0,SSD
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,AMD FirePro W4190M ,Windows,10,1.9,1026.0,HDD
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,128,Intel HD Graphics 615,Chrome OS,,1.1,1134.0,SSD
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,1.42,1638.0,SSD
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,128,Intel HD Graphics 530,Windows,10,2.06,1155.0,SSD + HDD
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128,Intel HD Graphics 520,Windows,10,1.79,658.0,SSD
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M1200,Windows,10,1.78,1427.0,SSD
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 620,Windows,10,1.7,1213.0,SSD
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,500,AMD Radeon 520,Windows,10,2.2,600.0,HDD
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.05,1487.0,SSD
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Nvidia GeForce 940MX,Windows,10,2.16,1122.0,SSD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows,10,2.18,522.0,HDD
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128,Intel UHD Graphics 620,Windows,10,1.49,646.0,SSD
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64,Intel HD Graphics,Windows,10,1.89,221.0,Flash Storage
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Windows,10,2.3,502.0,SSD
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,1.75,933.0,SSD
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M620,Windows,10,2.17,1386.0,SSD
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050,Windows,10,2.06,1689.0,SSD
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,1.36,1599.0,SSD
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.91,1734.0,SSD
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 940MX,Windows,10,2.3,900.0,SSD
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512,Intel HD Graphics 620,Windows,10,1.05,1659.0,SSD
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows,10,1.99,1200.0,SSD + HDD
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,500,AMD Radeon RX 540,Windows,10,2.2,515.0,HDD
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256,Nvidia GeForce GTX 965M,Windows,10,4.33,1128.0,SSD + HDD
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1000,Intel HD Graphics 520,Windows,10,1.3,977.0,SSD
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows,10,2.17,799.0,SSD
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,500,Intel HD Graphics 620,Windows,10,1.48,1555.0,SSD
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256,Intel HD Graphics 620,Windows,10,1.4,844.0,SSD
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,2.3,810.0,SSD
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64,Intel HD Graphics 500,Windows,10 S,1.2,302.0,Flash Storage
HP,15-BS026nv (i5-7200U/8/256/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon 520,Windows,10,1.91,550.0,SSD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,1.4,1422.0,SSD
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500,Intel HD Graphics 500,Windows,10,2.1,266.0,HDD
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,,1.25,236.0,SSD
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.44,844.0,SSD
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,2.0,1088.0,SSD + HDD
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128,Nvidia GeForce MX150,Windows,10,2.2,545.0,HDD
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,1.34,1176.0,SSD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1060,No OS,,2.4,1022.0,SSD + HDD
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,1.29,799.0,SSD
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500,Nvidia GeForce 940MX,Windows,10,2.2,568.0,HDD
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.18,743.0,HDD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256,AMD Radeon 530,Windows,10,2.2,1084.0,SSD + HDD
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256,Nvidia GeForce MX150,No OS,,1.95,1245.0,SSD
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32,Intel HD Graphics 500,Windows,10,1.1,218.0,Flash Storage
HP,15-bs190od (i5-8250U/4/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,128,Intel UHD Graphics 620,Windows,10,2.04,464.0,HDD
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512,Nvidia GeForce GTX1080,Windows,10,2.24,1759.0,SSD
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows,10,2.04,790.0,SSD
Asus,FX753VE-GC155T (i7-7700HQ/16/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX1050 Ti,Windows,10,3.0,1337.0,SSD + HDD
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1060,Windows,10,3.2,1244.0,SSD + HDD
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.32,1244.0,SSD
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,1.64,1138.0,SSD
HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows,10,1.63,613.0,SSD
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128,AMD Radeon 530,Linux,,2.8,790.0,SSD + HDD
Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,7,2.02,1192.0,SSD
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,128,Nvidia GeForce 920MX,Windows,10,2.2,710.0,HDD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,500,Nvidia GeForce 920MX ,No OS,,2.2,408.0,HDD
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500,AMD Radeon R5 M430,Windows,10,2.3,520.0,HDD
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Intel HD Graphics 620,Windows,10,1.9,1224.0,SSD
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128,Nvidia GeForce GTX 1070,Windows,10,4.42,1786.0,SSD + HDD
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.0,765.0,HDD
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GTX 960M,Windows,10,2.0,1155.0,SSD + HDD
Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.2,328.0,SSD
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1060,Windows,10,2.3,1466.0,SSD + HDD
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Nvidia GeForce 930MX,Windows,10,1.93,1217.0,SSD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,AMD Radeon 530,Windows,10,2.2,709.0,SSD
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256,Intel HD Graphics 405,Windows,10,1.86,355.0,SSD
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,500,Nvidia GeForce GTX 1060,Windows,10,2.62,1600.0,HDD
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows,10,1.87,764.0,SSD
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows,10,1.2,1244.0,SSD
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows,10,1.6,654.0,SSD
HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.34,1018.0,SSD
Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,500,Nvidia GeForce GTX 1050,Linux,,2.4,710.0,HDD
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500,AMD Radeon R2 Graphics,Windows,10,2.0,310.0,HDD
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows,10,2.1,627.0,SSD
Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,1.87,698.0,HDD
Lenovo,V310-15ISK (i5-6200U/4/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,No OS,,2.15,411.0,HDD
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,1.86,353.0,HDD
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,1.99,1537.0,SSD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows,10,2.2,444.0,SSD
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.9,993.0,SSD
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,4.42,1600.0,SSD + HDD
HP,17-X047na (i3-6006U/8/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,500,Intel HD Graphics 520,Windows,10,2.65,484.0,HDD
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,500,Nvidia GeForce 930MX,Windows,10,2.63,1138.0,HDD
Asus,A541NA-GO342 (N3350/4/500/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500,Intel HD Graphics 500,Linux,,2.0,199.0,HDD
Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32,Intel HD Graphics,Windows,10,1.35,227.0,Flash Storage
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128,Nvidia GeForce 940MX,Windows,10,2.8,844.0,SSD + HDD
HP,15-bw007nv (A10-9620P/6/128/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128,AMD Radeon 530,Windows,10,1.91,506.0,SSD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,AMD Radeon R5 M420,Windows,10,2.18,549.0,HDD
Acer,Spin SP111-31,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32,Intel HD Graphics 500,Windows,10,1.25,310.0,Flash Storage
Lenovo,V330-15IKB (i3-7130U/4/128/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128,Intel HD Graphics 620,Windows,10,2.05,560.0,SSD
HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512,Intel HD Graphics 515,Windows,10,1.16,1747.0,SSD
Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M620M,Windows,10,3.4,1778.0,SSD
Asus,FX553VD-DM627T (i5-7300HQ/8/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1050,Windows,10,2.5,746.0,SSD + HDD
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128,Intel UHD Graphics 620,Windows,10,1.21,1422.0,SSD
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500,Intel HD Graphics 620,Windows,10,1.93,853.0,HDD
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.2,657.0,HDD
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500,Intel HD Graphics 505,Windows,10,2.2,306.0,HDD
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,2.02,880.0,HDD
HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500,Nvidia Quadro M1200,Windows,10,3.14,1655.0,HDD
HP,14-am079na (N3710/8/2TB/W10),Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,500,Intel HD Graphics 405,Windows,10,1.94,346.0,HDD
HP,15-cd005nv (A9-9420/6/256/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,256,AMD Radeon 530,Windows,10,1.95,577.0,SSD
Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,2.3,738.0,SSD
Lenovo,V330-15IKB (i5-8250U/4/500/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500,Intel HD Graphics 620,Windows,10,2.05,609.0,HDD
Mediacom,SmartBook 141,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32,Intel HD Graphics,Windows,10,1.4,221.0,SSD
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,1.24,1658.0,SSD
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256,Nvidia GeForce GTX 1070,Windows,10,4.6,1579.0,SSD + HDD
MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,512,Nvidia GeForce GTX 1070,Windows,10,4.14,1618.0,SSD + HDD
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,AMD Radeon R5 M430,Linux,,2.2,666.0,SSD
Mediacom,SmartBook Edge,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.45,346.0,SSD
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8,500,Intel HD Graphics 620,Windows,10,1.9,897.0,HDD
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows,10,1.49,639.0,SSD
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256,Nvidia GeForce 930MX,Windows,10,1.93,1367.0,SSD
Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,,1.26,262.0,Flash Storage
MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128,Nvidia GeForce GTX 980M,Windows,10,4.5,1392.0,SSD + HDD
HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050,Windows,10,3.78,1332.0,SSD + HDD
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,256,Intel HD Graphics 520,Windows,10,1.4,1488.0,SSD
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12,500,Intel HD Graphics 620,Windows,10,2.2,542.0,HDD
Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1060,Windows,10,2.73,1574.0,SSD + HDD
Asus,TP501UA-CJ131T (i5-7200U/8/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 520,Windows,10,2.2,657.0,HDD
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,512,AMD Radeon 530,Windows,10,2.2,844.0,SSD
Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4,128,Intel HD Graphics 615,Windows,10,1.39,536.0,SSD
Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128,Nvidia GeForce GTX 1050,Windows,10,2.5,1511.0,SSD + HDD
